joy,오늘 오랜만에 맑고 깨끗한 하늘이네요. 최근에 미세먼지와 흐린 날씨로 집에서 북한산을 잘 볼 수 없었거든요.오랜만에 북한산이 보이네요. 오후시간 달달구리 먹고 당충전하구 저녁은 간단하게 포장김밥과 라면으로 때우고 주말을 보낼려구요 인친님들도 주말은 푹쉬셔요
joy,토요일 4시반부터 10시까지 한자리에서 즐겁게 수다떨며 와인4병 마시고 ㅋㅋㅋ 일요일 쉴수 있다는것에 감사한 오늘...마지막에 라면은 왜 먹었을까 너무 너무 후회...;; 긍데 왜케 맛있었는지 또 생각나네...;; 딜리버리 대로 안주 맛나 굿굿 난 숙성 
joy,둘의 첫 만남부터 지금까지 옆에서 모든걸 함께 했던 나 셋이 매일 붙어있었는데ㅋㅋㅋㅋㅋ 요즘 예전처럼 자주 붙어 있을 수 있어서 넘 좋당 물론 귀요미 토니도 앞으로 남은 내 인생에 없어서는 안될 내 사람들 !!!!!! 같이 사진 좀 찍어야지 안되게써ㅋㅋㅋ
joy,"헤어 메이크업 받고 프로필+증명촬영 했던 토요일 받고 싶던 메이크업 받고 기분 좋아서 자정까지 사진찍고 놀다가 세수했다는 건 안비밀.. 하얀 실장님은 사실 마법사야?? 작가님은 행복 요정이고 왜냐 월요일인데 아직 예뻤던 토요일 생각에 행복하거던,,"
joy,등교시키고 청소하는데 갑자기 방과후 준비물 안챙겨 준게 생각남. 부랴부랴 학교에 챙겨갔는데 점심시간이라 아들에게 직접 전달했다. 하마터면 아들한테 쭈글모드로 갈뻔.. 정신 안차리고 준비물 안챙겨준게 벌써 세번째.... 이젠 그러지 말자. 다짐다짐?
joy,그 기념으로 오늘 금욜이고.. 빡시게 달려쒀 유니횐님들 이제 끝났어요? 아니요..아직 두곡더..ㅎㅎ 두달만에 일케?넘 잘하시고 계신다요 칭찬해요? 그나저나 안갔네.. 낼 아님 일욜 못가는뎁. ㅜㅜ 오늘 저녁 마지막 두탐쉅 까지 4월 마무리 잘하쟝
joy,유지수의 해피송 3월달에 해피송을 듣다가 잠시 참여 했었는데 몇일후 당첨됐다는 문자 도착~ 게시판에 주소 올리고 잇어버리고 있었는데 오늘 선물이 도착 했네요~ 검은콩 두유 한박스... 감사히 잘 먹겠습니다~ 해피송 담당자분께 감사 인사드립니다…
joy,한달용돈 줬더니~~~ 하루에 탕진ㅡㅡ 어버이날선물도 사오고 언니선물 예삐선물도사고 온식구 선물사온 울 둘째~~~ 언제 이렇게 다컸나 싶네~ 드디어 어버이날 선물받고 기분 새롭네 날씨는 우울해도 선물에 기분 좋은날 작은딸 앞으로 부탁해~
joy,앜ㅋㅋㅋㅋ 진짜 포켓몬 덕후라면 이건 못참지ㅋㅋㅋㅋㅋㅋ이중에 거북왕이 가장 탐난다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ . . 유머패밀리 흰둥이 잘부탁드려요?? 유머/힐링/핫이슈=재미있으셨다면 팔로워&좋아요
joy,급 떠난 여행이 이렇게 기분 좋을줄이야 난생 처음 루지 타고.. 다이노벨리 놀이기구 난이도에 놀라고 생각보다 높고 흔들리는 천계때매 진짜 천국갈뻔하고 갈치조림과 도다리회는 저세상 맛.. 좋다.. 오늘은 셋이서 오순도순 놀았구망??
joy,1년에 한번돌아오는 어버이날행사 졸업생 전체 부모님 꽃 달아드리고 선물도 주고~~ 시골동네 졸업학생수 88명 그나마 양부모님 살아계신집 15여명 건강하세요 오래사시구요 붕알친군들 함께 행운을몰고다니는 코웨이운좋은수석 김구원입니다
joy,"집에서 10분채 안되는 홈트 1,2일차 기록 ?? 간단하게 이거라도 해야디 ㅇㅅㅇ 며칠 전에 빡시게 한다고 30분 해봤는데 ....역시 ㅋㅋㅋㅋㅋ초반은 천천히 가자 고강도 운동 좋아했던 박상하 어디갔어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
joy,엄마보고..언니네 식구랑 점심은 중국요리 먹고.. 두물머리 고고씽~~~ 두물머리에서 당신의 건강은 안녕하십니까? 언니와 남편이 체크를 했지만.. 언니는 핑계를..ㅋㅋ 남편은 장난으로.. 너무 웃겨서 한바탕 웃었다. ㅋㅋ
joy,"AZ접종 후 회복 러닝 생각했던것보다 멀쩡한건 뭐지??? 약간의 근육통 이외에 두통, 발열, 오한 쬐끔 2틀동안 방콕하다가 날씨가 좋아서 온몸이 근질거려서 뛰쳐나갔다 아무래도 병인것같다 그래도 면역력 생길때까지 조심하자"
joy,최팀장의 토요일 . . . 가벼이 여기는 것들이 쌓이면 아주 큰힘을 발휘하게 된다. 대가없는 노력은 없다. 꾸준히 묵묵히 해내가자! . . . 날씨가 너무 좋은 토요일이네요. 즐거운 주말 보내고 맛있는 저녁 먹자구요~
joy,올해 생일은 인연이 되어서 이렇게 새로운삶을 살게되어 너무 신기하네요 올해초까지만 해도 칼국수집을 하고 있었는데 어쩌다보나 지금은 지금은 시나본에 더 집중하고 있지만 두곳 다 잘됐으면 좋겠다요 나름 분위기 있쬬용 ??
joy,"좋은거 예쁜거만 보고 듣고싶은~ 좋은,예쁜거만 보고 듣고 싶은 요즘입니다. 코로나로 오래 지친맘 때문인가요? 마음에 여유가 없어져가는 요즘. 주말 해봅니다. 무언가로 받으려 스스로 찾아보는중이예요. 힐링돼는 되세요~"
joy,11주년 결기여행 월욜학교땜시 가까운곳으로1박 물좋아하는 애들을위한 수영장호텔 오지게먹은날.. 아침7시에일어나 체크아웃하고 집와서 애들 학교보냄 빡시다.. 집에와보니 1키로늘어있음 피곤해도 좋아하는 아이들땜시 산다!
joy,희안하지? 좀 진정이 되면 이어폰 꼬인 줄도 잘 풀려 인스타에도 급 좋은 글들만 올라와 신기하지? 진짜 나는 너 없인 못살아 우리 더 열심히 찌지고 볶고 살자 나의 악마 저승사자 구원자 여부야 내꺼 오라버니 여보야
joy,"오전쉅 5월첫쉅 어제 일찍 누웠는데 , 잠을 푹 못잤넹?? 그래두 아침에 일어나서 개운 날 더워지고 쉅할때 마스크는 더 갑갑해지고... 자꾸 오지만.. 징짜 참고 있다능 긴생머리 가즈아 오늘 저녁쉅 기대 되는군홧팅"
joy,"오빠가 하면 나도 한다 사고재비, 따라쟁이, 욕심쟁이 하지말래도 계속하는 그걸 또 나는 사진 찍고 있다...하...?? 잠시라도 이리 풀어줘야 할듯한 이노무 코로나시키 언제 끝나니 대체 변기통 그만 챙겨고 싶드아~"
joy,"그럴 듯한 말을 하는 것이 귀한게 아니라 실행하는 것이 귀하다. 모두의 월요병오는 날이지만 주말에 열일하고 휴무날인 오늘도 쉬지 않고 바쁜하루를 보내고 온 오늘 쉬는날 없이 실행하는 나는, 나 자체가 귀한 것!!"
joy,재밌는 밤마실 어디 팔십년대 같지만 을마나 재밌게요 푸드트럭에서 신나게 먹고 역대급 사람이 많아서 줄 엄청 서서 놀이기구 타야했지만 너네만 즐겁다면 그러니까 제발 말 좀 잘 들어줘 !!! 멜로디 요즘 삼춘긴가바
joy,여러분의 좋아요 팔로우 댓글 너무 감사합니다 여러분 우리들의 인생 그렇게 길지 않아요. 정말 짧다면 짧은 우리의 삶. 조금 더 아깝지 않게 살아내봅시다 오늘도 치열하게 살아내는 여러분 항상 응원하고 기도합니다
joy,새롭게 시작하는 마음이 이런걸까? 둑흔둑흔 걱정근심 뒤로하고 부딪혀보면 길이 보일것이고 그 길로 천천히 걷다보면 또다른 길이 보일거야 따스함이 느껴지는 공간으로 만들고 싶다. 생기게 만드는 마법을 부리겠어ㅋㅋ
joy,헬스를 끝내고 단백질 보충을 위해 들린 범계 오뎅바. 인당 오뎅 3개는 시켜야 하며 개당 1500원이다. 저 달콤한 요구르트 소주는 먹기 편해서 작업주로 괜찮을지도... 혼자 가볍게 먹기 좋은 곳이다. 
joy,아가씨가 심리척도검사의뢰해서 심리검사한후 다시 조명으로 치료후 다시 설문검사 했어요 아가씨랑 심리검사도하고 커피마시며 수다도 떠니 좋네요 아가씨집이 카페처럼 꾸며놓아서 카페온것같아서 집에 가기 싫었네요
joy,"쌀안먹은지 8일째.. 쌀먹고 싶어 흰밥 흰밥 흰밥ㅜㅜ 고기에 흰밥ㅜ 성격이 더러워지고 있는듯 힘듦 아침 챙겨먹기 싫어ㅜ 닭가슴살 토나와ㅜ 차라리 그냥 아무것도 안먹고 싶은데, 이거라도 꾸역 꾸역 먹는중"
joy,왜 꽃이 좋아지는거죠?? 이게 나이가 들었다는 건가요??ㅋㅋ 꽃 하나만으로도 기분이 좋아지는 요즘 오늘은 꽃 선물을 해봐야 겠네요~~ 누군가를 행복하게 만들수 있는 힘이 있는 꽃이라 더더욱 좋아지네요
joy,날씨좋은 일요일 5.2일 결혼 11주년 벌써 11년이라니 시간빠르고 내 나이도 많이 먹었다 날씨도좋고 화장도잘받고 사진도 잘나오고~ 남은 시간도 잘살자 신랑아 사..사......사는동안 많이버시요??
joy,. 한마음정육식당 부산서면점 오늘도 활짝 열었습니당 일찍부터 찾아와주시는 고객님들덕에 오늘하루도 화이팅!! 안먹어본 사람은있어도 한번 먹어본 사람은 없다는 그맛ㅋㅋㅋ 코로나도 울고갈 서면1등고깃집!!
joy,"ㅋㅋㅋㅋ하..역시 올해도 햇빛좋고 날따습다 싶으니 발코니 런..'시작+ 반려인의 사냥놀이가 이제 좀 시시한이유,. ...이후...자루부분은 얘 3분이상 한자세로 한방향만 보는거보고 집중력에 감탄…"
joy,2021_05_04 책미 친구들에게 기분 좋은 선물 초등 아이들도 힘든 시기 걱정인형 만들기와 선물로 ~ 유치부 귀여운 미니 과자 바구니와 멋진 꼬깔모자로 ~ 건강하고 행복한 어린이날이 되기를 ~
joy,"도손도손 매장에 바로보이는 선반에 조명을 달았어유 기존에 넘 어두워서 이쁜아이들이 잘 안보였는데, 달고나니 색감도 넘 잘보이네요오~ 놀루오세유, 커몬커몬 . . 수고했고 고마워유, 하나뿐인 신랑"
joy,경찰이 되어 나타난 우리 록원이 학부시절부터 참 없어서는 안될존재 첫번째사진 서울에서 두번째사진 어깨 관련행사날 어깨들 도열한 틈에 풀만에서 록원이 주원이랑 광명에서 갓난쟁이때 사진을 못찾겠네
joy,감 잡힐 때까지 생산 포토샵은 까막눈이라 이래저래 열심히 만들어보고 있어욧. 요즘 유튜브 를 다니는데 어쩜 그렇게 깔끔하고 눈에 띄게 을 잘하시는지 부럽습니다 즐기면서 꾸준히 하즈아~~~~~ 
joy,참한 아가씨버전이랬도니 결혼하냐며~~ 상견례했냐며~~ㅋㅋ 모두들 덕분에 나 시집가는 느낌 완전 느꼈잖아... 비가 그치고 날은 쌀쌀해서 따뜻한 커피한잔에 치즈케익 써비쑤 감사히 잘먹었습니당
joy,오늘 우리가족은... 워터파크와 온천여행...  신난다... 오잉 사람도 없다. 외롭지 않다 코로나도 걱정없어... 우리세상 ㅎㅎㅎ 5월은 놀고 즐기고 기쁨과 행복을 느끼며 나누는 날~~
joy,예술가의 소명은 새로움과 도전을 모태삼아 그위에서 창의력을 펼쳐내어 사람들에게 즐거움을 주는 역할을 해야한다고 생각합니다 좋은 음악으로 관객의 곁에서 기쁨을 주는 좋은 연주자가 되겠습니다
joy,"목삼겹살 먹고 싶었는데, 없어서리 대패 점심시간이라 그런가보다 맛있는 점심시간 되세요 알람은 묻히니 선팔시 댓글 남겨주시면 100프로 맞팔갑니다!! 소개계정이나 사용안하시는 계정 빼구요~"
joy,"신나는 5월의 첫 월요일 대표님과 함께하는 발라또 전체미팅과, 최보람점장님의 저녁 강의까지?? 전산오픈 전 신규 고객님들 미팅 정신차리고보니 밤이네요 목표설정 제대로 하고 뿌셔보겠습니다"
joy,지원이랑 오랫만에 회전초밥집에서 데이트~~~ 코로나때문에 초밥집이 많이 없어졌네ㅜㅜ 한시간 반 워이팅해서 40분만에 식사 끝! 그래도 아들이랑 기다리는깐 그순간도 즐겁고 감사하다~~
joy,운동은 역시 아이템이죠!!! 여러분의 좋아요 팔로우 댓글 너무 감사합니다 평소에 회복이 필요하신 분들은 내돈내산 추천하는 마이프로틴 리커버리 엘리트에 집중!! 후회 없는 선택이죠 ㅎ
joy,경남교통방송 4시 방송 이야기 . . . 작년에 이어 올해도 특집으로 녹음방송 운전과 섭외에 수고하신 한주형 쌤 감사드립니다 ~ 친절한 피디님 수고하셨습니다  즐겁게 다시 부산으로
joy,2021년 05월 02일 일요일 웨딩촬영 in 광안리 어반스튜디오 클레어드룬 뭐 힘 전혀 안들던데요 선배님들 신랑은 안힘들고 신부가 힘든 사진촬영 결론은 다들 와이프 부터 챙깁시다
joy,주말은 뭐하시나요~~! ㅋㅋㅋ 어제 아벨멤버들은 불금을 보냈더랬죠ㅋㅋㅋ 힘든아침입니닷ㅜㅜ ㅋㅋㅋ 저세상텐션으로 잘놀고나니 스트레스가 확~~날아갔어요 모두모두 즐거운주말 되셔요
joy,인스타 다시 오늘의 일기 혼자여행이 나쁘지않다 외로움을 느낄수없엇다.. 검색하고 운전하고 사진찍고 고생.. 하지만 은 또 해야징히히히히 쉬는날을 마니주소서 회사가 잘못했네ㅠㅠ
joy,"또다시 옐로우펍 20살 때 사진을 보니 옐로우펍에서 놀던 사진이 있었다. 순간과 시절을 더듬는 기분으로 또다시 돌아간 옐로우펍. 또다시 돌아갈 곳이 있어서 좋다. 또, 다시."
joy,니들 타이밍 참 그렇다. 엄마 좀 힐링하며 사진 찍으려는데 왜 자꾸 앵글 안으로 들어오니?? 깜짝 깜짝 놀래잖엉???? 날씨가 참 좋았던 어제 그러나 바람도 너무 불었던 어제
joy,나랑 똑같이 생긴 생일케잌????하루 이모 감사해요 한살 생일이 토요일이라서 어제 하루엉아 만나서 찐웃음 나누며 행복한 시간 보냈지요??뽀송이도 같이 사진 찍구 넘 즐거웠어요
joy,즐거움이란 무엇을 하느냐가 아니라 바로 그것을 어떻게 하느냐의 여부에 따르는 것이다. 외적 자원이 거의 들지 않지만 상대적으로 고도의 심리적 에너지를 집중해야 하는 일들이다
joy,"친구와 생파, 생일이라며 비싼 도다리회도 사주고 역시 통큰뇨자. 3차까지 시간가는줄 모르고 우린 술먹방! 그덕에 지금 숙취로 갤갤. 내일까지 풀약속인데 컨디션 회복해야지."
joy,정카소와 눌맘 이 날도 찐텐?? 이 텐션 누가 말려 즐기는거죠?? 항상 시간이 아수워 매우 아수워 누가 행복은 선택이라고 하던데 그럼 이 날의 선택은 매우 행복 그자체??
joy,아가낳아도 몸매도 얼굴도 그대로 예쁜 조궁?? 그동안 바빠서 너무 늦게갔지??미앙???? 라준라은이 넘나 예뿌?????? 이모가 또 놀러갈게용? 다음에는 술술술??????
joy,골프존카운티 진천 ..사촌형들과 나간 라운딩. 드라이버 정타 딱1번...많이 우울했지만 가족들과 함께 해서 너무 즐거웠음 역시 친한사람들과 나가야 재미가 10배는 있는듯…
joy,주아요. 이번주는 멸치버섯국물요리~~~ (냉동실 비우기 작전) 멸치버섯호박국수~~ 깔끔하게 떨어지는 맛 멸치버섯동그랑땡떡만두국~~ 깻잎올려 쓰릅. 튀김만두는 간식~~~~
joy,오늘도 우중라운딩... 친구가 나 치는거 보더니 개구쟁이 소년같다며.... (분명히 칭찬은 아닌것 같은데...넘 화알짝 웃으면서 말하니까...) 근데 여기 너무 예쁘다~
joy,20210501 중학교 때부터 웃고 장난치고 인생 고민거리나 힘들 때 함께 이야기하고 응원해 줬던 네가 결혼한다니 정말 기쁘다. 축하해 수달아 행복한 가정 잘 꾸려나가삼
joy,진짜 리얼로 제가 사용해보고 꿀잠 아이템 인증 쾅쾅 붙여놓고 소개해요!! 제 이름표 붙여놓습니다 롤링필로우와 함께 여러분의 좋아요와 팔로우 덕분에 제가 힘이 나는거에요
joy,여러분의 좋아요 팔로우 댓글 너무 감사합니다 여러분은 어떤 하루였나요?! 오늘도 열심히 달려온 여러분 너무 응원합니다!! 내일은 또 어떤 하루가 기다리고 있을까요???
joy,"원한다면 언제든지 누군가의 하루를 만들 수 있습니다. 작은 메시지, 진지한 미소, 사려 깊은 칭찬, 도움의 손길-그들은 누군가의 하루를 정말로 밝게 할 수 있습니다."
joy,요즘 푸욱빠진 드라마.. 나빌레라 진짜 이건 꼭봐라! 진짜 감동과 재미와 슬픔 행복.. 모든걸 다 주는 오랜만에.. 가족과 사람냄새나는 드라마다.. 참 진한감동이다.
joy,등산약속해놓고 깜빡..어제 와인이 과했었나보다.. 부랴부랴 옷입고 검단산으로~ 비가 내리다 말다.. 초록빛이 어찌나 선명하던지..자연 빛의 아름다움이 내 안에 쏘옥~
joy,20210430 이제까지 나를 발전해 왔던 습관 중 하나는 오늘 나한테 가장 행복했던 일이나 후회되는 일 반성하고 노력하고자 계획을 세우는 일기가 제일 큰 것 같다.
joy,~~~꼬치친구들과동생 ~~토요일밤에~흔적~~일요일 아침 해장엔 역쉬 순대국ㅎ~~너무나도 유명한그곳~~삼거리먼지막순대국끝내줘요ㅎ~~일요일 정비 잘합시다ㅎ~~~~~~~~
joy,오빠랑 민지어린이선물사러 강아지고르심ㅎ 나도 장난감 아싸 ??나두 사준데ㅎㅎ 두개 저도 장난감을 좋아하다보니 그냥갈수가ㅠ 천천히 시리즈로 모아봐야겠어용ㅎㅎ 즐겁다용
joy,사진을 이거뿐이 못찍었네..?? 서연이의 찐친이모 애기때부터 봤다고 엄청 잘따르는군ㅎㅎ 그냥오는법이 없고 그냥가는 법이 없는..ㅠ 매번 감사합니댜 삼촌도 감사합니댜
joy,"트레이더스 칭따오 대량구매 ㅎㅎ 8캔 15,980원 조으다 ~ 그리고 공원에서 이승철 노래 들으며 한캔! 이것이 일상~이것이 행복일세~ 날씨도 너무 조으이~ 2일"
joy,코로나야 이제 멈춰!! 너무 두려워하지 말아요 여러분은 무엇이든지 할 수 있어요 -내가 존경하는 밥 아저씨- 여러분의 좋아요와 팔로우 덕분에 제가 힘이 나는거에요
joy,짧지만 오랜만에 대회 한다는 기분으로 돌려봤습니다. 우리나라 숨은고수들에 비해 보잘것 없지만 즐거운 영상 촬영이었습니다. 즐겁고 재미있는 이벤트 정말 감사 합니다
joy,운동 커피 배달완료 어린이날 아이들을 위해 놀이 설치 넘 재미있겠다 어린이들이 고사리손으로 물줘서 키운 유기농 상추 배달비 받아서 집으로 컴백홈 아가들아 잘먹을게
joy,크으...취한다... 여러분의 좋아요 팔로우 댓글 너무 감사합니다 콜라 한 병 마시고 취해가지고 주사 한 번 부려봅니다 이번 한 주도 여러분 너무 수고 많았어요
joy,경은이가 웃고 보들이가 웃고 우리부부가 웃네 원래 이런 걸 바라고 시작한 건데 더 바쁘고 더 시간도 없고 여유도 없네.. 그래도 지금 웃을수있는 시간을 갖는구나
joy,오늘도 등산!!ㅋㅋㅋ 날씨가 진짜진짜 좋아서 사진도 잘나오고 ㅋㅋㅋ 저번주는 호랑나비랑찍었는데 오늘은 까마귀랑 찍었다 ㅋㅋ 담에 등산때는 누구랑찍을까나 ㅋㅋㅋ
joy,수국이 이쁜집 오랜만에 외가집와서 행복한 딸래미 할아버지 어서오세여 아...그리고 니엄마는 나야... 나라구... 너무 잘노는데 ㅋㅋㅋㅋㅋ 여기...있을래?!
joy,주말 간만에 뜨겁게 불태웠다 먼걸음 해준 소중한 친구네~ 또 함께해준 소중한 언니 덕분에 넘나 잘먹고 시간 가는줄 모름 늘 아쉽기만 한 시간 벌써 그리워ㅠㅠ
joy,"자연을 만끽하고, 떨어진 꽃 주워 꽃그림 만들기!! 가끔 안떨어진 꽃도 줍는? 말 잘 안듣는 하은 첫째 딸 ㅋㅋㅋ 저 배보면 하빈이가 날 더 닮은거 같음~ㅋ"
joy,잉크가 섞여 온통 검게 변한 물 그것을 맑게 할 수 있는 유일한 방법은 맑은 물을 계속 부어주는 것뿐이다 그것을 대하는 나의태도 긍정에너지가 가진 놀라운 힘
joy,4월도 고생했고 5월도 고생하고 계속 고생!ㅋㅋㅋㅋ 즐겁게 운동하고 좋은사람들과 전혀 다른 세상사는이야기!ㅎㅎ 다음주도 기대해보고 즐거운주말보내자요들가족들과
joy,"팬텀싱어 반주다녀왔어요. 오랫만에 반주하며 즐겁고 재밌고 힐링되었던 시간. . 싱어분들 목소리 너무좋고, 기회를 만들어주신 지휘자선생님께 무한 감사드립니다"
joy,코로나 시기에... 여러분의 좋아요 팔로우 댓글 너무 감사합니다 더 열심히 달려가기 위해서 휘어가야 할 때가 있잖아요 그 때가 바로 지금은 아닐까요????
joy,분명 동굴 보고 싶다 해서 왔는데 ? 정작 놀이기구에 더 열중하는 아들래미 ? 내 이럴 줄 알았다!!! 그런데 너.. ? 놀이기구 쫌 탈 줄 안다?????
joy,HSG 플리마켓 기대를 넘 많이 했음에도 불구하고 기대 이상으로 즐거웠던 이벤트. 준비하느라 고생하신 분들 넘넘 감사했습니다. 덕분에 득템 많이 했습니다~
joy,여러분의 좋아요 팔로우 댓글 너무 감사합니다 내 동생이 알려준 육아 일기... 정말 대단하다고밖에 말을 못하겠네요.. 육아가 원래 이렇게 힘든거였나요??
joy,물고기 보고싶다 그래서 아쿠아리움! 막상가니까 벨루 안좋아함....ㅎ 사진도 많이 찍어주고싶었는데 비협조 죄다 뒷모습... 그래도 오랜만에 가서 즐거웠당
joy,마음 한편으론 보라 난이도를 깨고 싶었지만 깨진건 나였고 그뿐이었다 . . 형들과 경호와 더클라임일산 나드리 자고 일어나니까 몸다 부숴진것 같네요ㅋㅋㅋ
joy,다림질 주말엔 주부모드 살림이서툰 나도 우아하게~ 다리미처럼 생긴 에어드레서 강럭스팀으로 쭉~다려주고 온도조절로 옷감손상없이 세균까지99.9%박멸해주는
joy,. 아인슈페너 제대로 먹을 줄 아는 오빠???? 찐~~~한 거품 한가득 덕지덕지 나른한 오후 아인슈페너로 재밌게 놀기 오빠랑 노는게 제일 재밌어ㅋㅋㅋ
joy,택배 보내기 전에 한 번 끌어 안아보고 잘가  꼬옥  가정의 달이라 인기 많고 좋은 건 알아가지구 ㅋㅋㅋㅋㅋ 실은 나도 시킴 ㅋㅋㅋㅋㅋㅋㅋㅌ 냠냠냠
joy,일요일은 브런치쥬 유명 수프 브런치 맛집 수퍼 (souper). 가벼운 저녁밥 혹은 야식을 뜻하는 프랑스어인 ‘수뻬’에서 따온 네임이라고. 맛있다.
joy,여러분의 좋아요 팔로우 댓글 너무 감사합니다 이쁜 접시에 타악~올려놓고 챙겨먹을 여유는 없네요 하하하 그래도 뭐 잘 먹기만 하면 되는거 아닌가용??
joy,클라임엉성 폴싯우당탕탕 뽀인전혀안되고 이날은동작완성도못하고 그래도재밌어주금 이거동영상왜날라가고난리 아오그래도고대로복원ㅋㅋ 아직사라있네사라있어ㅋㅋ
joy,과자를 먹지 말아야되는 이유 과자 중에 홈런볼이 칼로리 제일 높았네?? ㅠㅠ 그래도 맨뒷장에 도움이 되는 꿀정보도 있으니까 참고하세요ㅋㅋㅋㅋ
joy,여러분의 좋아요 팔로우 댓글 너무 감사합니다 보기만 해도 웃음이 나는 친구들이 있는건 참 행복한 일이에요 여러분의 찐친은 어떤 분들인가요
joy,세상쓰~~~~~ 고양이가 사람처럼 누버요 ㅋㅋ 미치긋다 애교쟁이 잘려고 누벗는디 이렇게 ~ 널구 있늉~ 아푸지말고~~~오래오래 하쟈긔~
joy,아름다운 행동은 아름다운 자태보다 낫습니다. 아름다운 행동은 조각상이나 그림보다 더 큰 즐거움을 줍니다. 그것은 최고급 미술입니다.
joy,퇴근길에 구름이 이뻐서 찍고 밤하늘 달이 이뻐서 찍고 초록초록 나무가 이뻐서찍고 사진첩에 쌓여가는만큼 차곡차곡 쌓여라
joy,"주말여행 대전 1박2일 맛있는거 먹고, 쇼핑 반지, 팔찌도 맞추고 옷도사고 수다수다수다... 눈 깜박하면 이틀 지남"
joy,권도윤네가 병지방에서 캠핑해서 급으로 꼽사리갔던날인데 애들 왜케 작고 귀여워 저날 아마 민영이네 카니발 방전됐었지
joy,즐거운 하루였어요!! 원더풀 밥상에 꼭 먹어야 메뉴는 순두부찌개하고 해물파전이에요!! ㅋㅋㅋ
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
