,text,sentiment
740, 남편은 뭐든 각자 따로 담아 먹는걸 좋아해서설겆이 그릇이 넘쳐나는데귀찮아서 큰접시에 휘리릭 담은반찬들은  결국  접시에 전부 덜어먹근데  계란말이 왜 하나 더 가져갔어 연애초기때내가더러운가생각하게만들었지만지금은적응그래두식기세척기없었으면이혼각코로나에최적화된자세접시에이름이라도써야하나한때는무서웠음아이스크림한입만절대용납못하는남편이랑살고있 남편한달 전   남편은 뭐든 각자 따로 담아 먹는걸 좋아해서설겆이 그릇이 넘쳐나는데귀찮아서 큰접시에 휘리릭 담은반찬들은  결국  접시에 전부 덜어먹근데  계란말이 왜 하나 더 가져갔어 연애초기때 내가더러운가 생각하게만들었지만 지금은 적응 그래두 식기세척기 없었으면 이혼각 코로나에 최적화된자세 접시에 이름이라도써야하나 한때는 무서웠음 아이스크림한입만 절대용납못하는남편이랑살고있 ,fear
741,AZ접종 후 회복 러닝 생각했던것보다 멀쩡한건 뭐지 약간의 근육통 이외에 두통 발열 오한 쬐끔  틀동안 방콕하다가 날씨가 좋아서 온몸이 근질거려서 뛰쳐나갔다 아무래도 병인것같다 그래도 면역력 생길때까지 조심하자,joy
742,도손도손 매장에 바로보이는 선반에 조명을 달았어유 기존에 넘 어두워서 이쁜아이들이 잘 안보였는데 달고나니 색감도 넘 잘보이네요오 놀루오세유 커몬커몬   수고했고 고마워유 하나뿐인 신랑,joy
743,기다려봐 사진 한 장 찍어줄게동해 파도 어렵다 인생샷기다려봐 사진 한 ᄌ  시간 전   기다려봐 사진 한 장 찍어줄게동해 파도 어렵다 인생샷 ,sadness
744,언제쯤 전처럼 웃으면서 아무걱정없이 지낼 수 있을까 하루에도 수백번 생각해본다 나는 부족한 사람이니까 나는 불행만 한 사람이니까 정말 힘든 하루하루다  나 힘들다하면 정말 나아질까 그럼 누가힘들까 아프다 징징대면 모두다 괜찮아지는데,sadness
745,내가 제일 좋아하는 영상 중 하나 레드카펫에서 주로 여자들이 받는 질문을 남자에게 해보는 일종의 미러링인데 한번 돌아보라는 반응에 수줍은 듯 사랑스럽게 도는 에디 레드메인의 고분고분한 태도가 너무 좋음 E,sadness
746,부럽다 나도 내 옆에 누군가 있었으면 끝없는 침묵은 오랜시간 나와 함께 했지만 도무지 친해지지 않아 도리어 서로를 어떻게 하면 죽일까 궁리하게 돼 오죽하면 소란스러운 것이 싫은 내가 시끌벅적한 것이 그리울까 아 아닌가 원래 활기를 좋아하지만 나에게서 먼 것이라 조용함이 좋다고 세뇌를 해왔던 것일까,sadness
747,생각에 갔지만 포카칩 과 오징어집 의   의 유혹은 무서웠음뜬금없는 새우깡 생각 정말 사실임 과자를 잘 먹는 편은 아닌데 가끔씩 특정 과자가 땡길때가 있다 퇴근하면서 GS   에 들렀다 유플러스    할인 큰 마트에 갈거 아니면 이런 과자 종류는 슈퍼보다 내 삶을 가꾸는 공간  달 전  생각에 갔지만 포카칩 과 오징어집 의   의 유혹은 무서웠음뜬금없는 새우깡 생각 정말 사실임 과자를 잘 먹는 편은 아닌데 가끔씩 특정 과자가 땡길때가 있다 퇴근하면서 GS   에 들렀다 유플러스    할인 큰 마트에 갈거 아니면 이런 과자 종류는 슈퍼보다 ,fear
748,         어제의 양아치짓 한시간도 못 채우고 탈주야근이 날 이르케 만들어쒀  시 넘어 먹는 막창은 매우 맛있었다고 한다          어제의 양아치짓 ᄒ 시간 전           어제의 양아치짓 한시간도 못 채우고 탈주야근이 날 이르케 만들어쒀  시 넘어 먹는 막창은 매우 맛있었다고 한다 ,sadness
749,인스타그램 인스타 커플스타그램 먹스타그램 먹방 일상스타그램 패션스타그램 다이어트 포기 다음주부터 운동시작 좋아요그램 좋아요테러 좋아요 팔로우환영 팔로우미 folllow follow l likes hwon     담엔 같이 사진 찍자인스타그램 인스  시간 전    인스타그램 인스타 커플스타그램 먹스타그램 먹방 일상스타그램 패션스타그램 다이어트 포기 다음주부터 운동시작 좋아요그램 좋아요테러 좋아요 팔로우환영 팔로우미 folllow follow l likes  hwon     담엔 같이 사진 찍자,sadness
750, 生氣了 新手媽媽 我的寶貝 怒ってる プレママ  ヶ月baby 育児 大変 愛するむすめ 泣いたら怪獣 화났음 초보맘 독박육아 울면안돼  개월아기 내새꾸 生氣了 新手媽媽 我的 달 전   生氣了 新手媽媽 我的寶貝  怒ってる プレママ  ヶ月baby 育児 大変 愛するむすめ 泣いたら怪獣  화났음 초보맘 독박육아 울면안돼  개월아기 내새꾸 ,anger
751, 인내심테스트공인인증서갱신일년이빨리도오내어제 동생이 폰하나를 줬는데 유심칩 바꾸고어쩌고블라블라전화번호가 또 안옮겨져서 쓰던폰 다시씀돌아버리는줄 인내심테스트공인인증서갱신일년 년 전   인내심테스트공인인증서갱신일년이빨리도오내 어제 동생이 폰하나를 줬는데 유심칩 바꾸고어쩌고블라블라 전화번호가 또 안옮겨져서 쓰던폰 다시씀돌아버리는줄 ,anger
752,빗속의 달리기좀 두려웠음   여러분 태풍피해 많이 없으신가요 어제 태풍의 바람으로 창문이 깨져 인명피해가 있다는 뉴스를 들었는데 가슴이 아프더라구요 창문 보호하려고 신문지 붙이다가 사고를 당했다고 코리안특급의 행복한이야기  일 전  빗속의 달리기좀 두려웠음   여러분 태풍피해 많이 없으신가요 어제 태풍의 바람으로 창문이 깨져 인명피해가 있다는 뉴스를 들었는데 가슴이 아프더라구요 창문 보호하려고 신문지 붙이다가 사고를 당했다고 ,fear
753,재밌는 밤마실 어디 팔십년대 같지만 을마나 재밌게요 푸드트럭에서 신나게 먹고 역대급 사람이 많아서 줄 엄청 서서 놀이기구 타야했지만 너네만 즐겁다면 그러니까 제발 말 좀 잘 들어줘  멜로디 요즘 삼춘긴가바,joy
754,편지손글씨보냄혼란어려움할머니그리움글쓰기글그램글쓰는곰돌이글쓰는곰돌이좋아요편지손글씨보냄혼란어려움할머하루 전   편지 손글씨 보냄 혼란 어려움 할머니 그리움 글쓰기 글그램 글쓰는 곰돌이 글쓰는곰돌이 좋아요 ,sadness
755,분노의그림 밤 열시에 아이스크림이 먹고싶다 했지만 원하는 맛이 없었고 나는 젤리랑 과자랑 비타민 등등을 먹을래 라고 물어 봤었다 그러니 갑자기 마음을 그리겠다고 들어갔다 그리기 전에 이미 다 다른건 싫다고 말했던건데 내가 말귀를 못알아 듣는다고 그림으로 알려주는건가 ,anger
756, WIP 양미경태풍 아버지 내가 편히 당신 곁으로 갈 수 있을 것 같아요결국 유라를 며느리로 맞이하기로 결심한 경혜태풍의 꽃길만을 위하는 경혜의 소원 이뤄질 수 있을까요평일 저녁  시   분 KBS  오늘도 안방극장  열 필참양미경 더블유아이피 비밀의남자 이경혜 모성애 배우 강은탁 엄현경 이채영 오후 시  분 본방사수WIP KBS  Yangmikyung actor actress WIP 양미경태풍  일 전   WIP  양미경 태풍 아버지 내가 편히 당신 곁으로 갈 수 있을 것 같아요결국 유라를 며느리로 맞이하기로 결심한 경혜태풍의 꽃길만을 위하는 경혜의 소원 이뤄질 수 있을까요평일 저녁  시   분 KBS   비밀의 남자 오늘도 안방극장  열 필참양미경 더블유아이피 비밀의남자 이경혜 모성애 배우 강은탁 엄현경 이채영 오후 시  분 본방사수WIP KBS  Yangmikyung actor actress ,love
757, 월의 마지막 날  월인데 봄은 오데 가고 그렇게도 더웠나 새삼 놀란다 그러고보니 여러가지로 생각이 많았던 달이었네 흐트러진 생각들 잘 꿰매서  월로 넘어간다 설렘으로 출발하면 설레는 일들이 있을테고 웃으면서 출발하면 웃을 일들이 많이 있겠지,joy
758,유치원 땡땡이치고 서울랜드 놀이기구 정말 좋아하는 우리시으니 전보다 더 겁이 없어진듯  이렇게 좋아하는데 동생태어나면 한동안 못 오겠지  안쓰럽  시에 유모차에서 뻗고 돌아오는 차에서 깨서 우리 이제 뭐타요 이제 집가고있어  너무 즐거워해줘서 고마워,joy
759,폼스키분양 모성애가 뿜뿜요즘 캠핑 떠나시는 분 많으시죠 저도 올해 마음이 맞는 친구들과 가평으로 다녀왔어요 올해 모임은 반려견을 기르는 반려인 친구들 네 팀과 함께 반려견 동반 가능 펜션을 잡아 수영도 하고 고기도 먹고 쏘쏘월드의 잡다한 관심사  일 전  폼스키분양 모성애가 뿜뿜요즘 캠핑 떠나시는 분 많으시죠 저도 올해 마음이 맞는 친구들과 가평으로 다녀왔어요 올해 모임은 반려견을 기르는 반려인 친구들 네 팀과 함께 반려견 동반 가능 펜션을 잡아 수영도 하고 고기도 먹고 ,love
760, ㆍ밤새고 광명동굴 다녀옴다들 좋다고하길래 당일치기로 바로 ㆍ와인동굴이 엄청 유명하다고하던데 와인시음해보다가 맛없어서 미치는쥴세상 처음 맛보는 와인 얼굴만 찌푸림 ㆍ여름에 오면 엄청 시원할듯하다구경거리도 많은 편이고 괜찮네ㆍ데일리 일상 여행 여행스타그램 당일치기여행 광명여행 광명동굴 와인동굴 와인시음 돌아버리는줄 켁켁 시원하다 ㆍ밤새고 광명동굴 다녀옴다들 좋 년 전   ㆍ밤새고  광명동굴 다녀옴다들 좋다고하길래 당일치기로 바로 ㆍ와인동굴이 엄청 유명하다고하던데 와인시음해보다가 맛없어서 미치는쥴세상 처음 맛보는 와인 얼굴만 찌푸림 ㆍ여름에 오면 엄청 시원할듯하다구경거리도 많은 편이고 괜찮네ㆍ데일리 일상 여행 여행스타그램 당일치기여행 광명여행 광명동굴 와인동굴 와인시음 돌아버리는줄 켁켁 시원하다 ,anger
761,천안함 그리고 최근 헬기추락 사고 등등 국가를 위해서 일하다 돌아가신 분들에 대해선 각종 단체 청소년 단체도 안 만들면서 시위 참가자가 피해 입은건 청소년 단체까지 생기는게 참 아이러니 하네요,anger
762,내가 갤럭시 Z 플립  G 사전예약 포기한 이유 월   일부터   일까지 갤럭시 Z 플립  G 사전예약 시작이 되어 금요일 당일에 신청하기 위해 디지털 프라자 방문했다가 포기하고 돌아왔습니다 이제부터 그 이유에 대해서 말해보려고 합니다 이것은 대니얼과 제이미의 리뷰노트 일 전  내가 갤럭시 Z 플립  G 사전예약 포기한 이유 월   일부터   일까지 갤럭시 Z 플립  G 사전예약 시작이 되어 금요일 당일에 신청하기 위해 디지털 프라자 방문했다가 포기하고 돌아왔습니다 이제부터 그 이유에 대해서 말해보려고 합니다 이것은 ,sadness
763,와 돌아버리는줄 알았어요 안녕하세요 가온입니다   화요일에 동영상 이펙트 만들어보겠다고 동영상 프로그램 이것저것 다운받다가 그사이에 악성프로그램이 섞여서 들어왔나봐요  그래서 컴터 다운되고 장난 가온의 마인크래프트 테킷  년 전  와 돌아버리는줄 알았어요 안녕하세요 가온입니다   화요일에 동영상 이펙트 만들어보겠다고 동영상 프로그램 이것저것 다운받다가 그사이에 악성프로그램이 섞여서 들어왔나봐요  그래서 컴터 다운되고 장난 ,anger
764,           일 동안 서툰 엄마인데 건강하게  아무 탈 없이 잘 자라줘서 고마워엄마 아빠의 전부가 되어버린 우리 아가앞으로 아프지말고 건강하고 씩씩하게 밝고 사랑스럽게만 자라줘사랑해사랑해 행복해 든든해  고마워셀프백일상  셀프백일사진  어렵다 전문가에게맡기는걸로  셀프는힘들어    일    일상 육아맘 소통 쥐띠맘  쥐띠아가 아들스타그램           일 동안 서 시간 전              일 동안 서툰 엄마인데 건강하게  아무 탈 없이 잘 자라줘서 고마워엄마 아빠의 전부가 되어버린 우리 아가앞으로 아프지말고 건강하고 씩씩하게 밝고 사랑스럽게만 자라줘사랑해사랑해 행복해 든든해 고마워셀프백일상 셀프백일사진 어렵다 전문가에게맡기는걸로 셀프는힘들어   일    일상육아맘 소통 쥐띠맘 쥐띠아가 아들스타그램 ,sadness
765,정말 미쳤군 이번 이벤 프롤에서 대체 누가 울새를 죽였을까 라고 하는 에이치 대사가 있는데 이거 Who Killed Cock Robin이라는 살해당한 울새의 장례를 치르는 새들이 주제인 영어 동요 제목이고 레오의 가챠카드,surprise
766, 망할코로나   어제 오늘 생각이 많아지는 날이였다모두 reboot 시키고본업에 충실해야겠다처분하라는 애비 말에 한동안 매장에 대해 마음을 놔버렸는데약올르고 승질나서 바짝 다잡아야겠다내가 여기서 살아남고 말겠다다른 매장 다 닫아도 살아남아봐야겠다월요일부터 김사장 모드혼자 매장 봅니다애들도 있습니다예약 전화와 마스크 착용 부탁드려요코로나꺼져reboot스트레스과다 화났음살아남을테다 망할코로나   어제 오늘   일 전   망할코로나    어제 오늘 생각이 많아지는 날이였다모두 reboot 시키고본업에 충실해야겠다처분하라는 애비 말에 한동안 매장에 대해 마음을 놔버렸는데약올르고 승질나서 바짝 다잡아야겠다내가 여기서 살아남고 말겠다다른 매장 다 닫아도 살아남아봐야겠다월요일부터 김사장 모드혼자 매장 봅니다애들도 있습니다예약 전화와 마스크 착용 부탁드려요코로나꺼져reboot스트레스과다 화났음살아남을테다 ,anger
767,일반배송이 불가한 제품들이 있어서 온라인픽업 이용했는데 너무 편함   이케아가면 무조건  층부터 다 돌고 나올 수 밖에 없는 마의 구간 픽업서비스는      원만 더 내고 신청해놓으면 주문한 물건 받아서 바로 나오면 끝 재고 없어서 허탕 칠 필요가 없어서 안심되서 좋았다 시간도 절약되고,joy
768,카캡사에 변신하는 장면은 없을지도 몰라도 봉인해제하는 장면 하나만큼은 절대로 다른 애니메이션에 꿀린다고 생각하지 않아요 특히 의상 하나하나마다 뱅크신 대신에 새로 다 그린게 인상적인데 저 옷만 봐도 소매 펄럭이는,joy
769,대전인테리어학원 어려움 없이 손쉽게다행히 일대일 멘토링 제도가 있어 충분히 어려움을 이겨낼 수 있더라고요 등록 교육 등 정규과정을 마치기까지 보살핌이 필요한 부분에 대해서는 제 멘토분께서 확실히 책임감을 갖고 임해주셔서 감사했어요 밈 일상로그  일 전  대전인테리어학원 어려움 없이 손쉽게다행히 일대일 멘토링 제도가 있어 충분히 어려움을 이겨낼 수 있더라고요 등록 교육 등 정규과정을 마치기까지 보살핌이 필요한 부분에 대해서는 제 멘토분께서 확실히 책임감을 갖고 임해주셔서 감사했어요 ,sadness
770,지하철에서쌩쇼두려웠음사람들이 우리사진찍을때까지 기다림고멘교토일본팔로우친구맞팔지하철에서쌩쇼두려웠음사람들이 우  년 전   지하철에서쌩쇼 두려웠음 사람들이  우리사진찍을때까지 기다림고멘 교토 일본 팔로우 친구 맞팔 ,fear
771,잘자고있는널 굳이 들어안아 끌어내려 내옆구리에 끼어넣는다언제 이리 컷을꼬정수리 땀냄새도 마냥좋다고 킁킁거리고발꼬락냄새도 구수하고방귀끼는 모습도 사랑스럽고그냥 그냥 다 다 다 이쁘기만한 말로는 설명되지않는 무조건적인  사랑해내아가보고있어도보고싶다는말 넘나와닿는밤아들바보모성애일상스타그램시간아천천히잘자고있는널 굳이 들어안아 끌어내려 하루 전  잘자고있는널 굳이 들어안아 끌어내려 내옆구리에 끼어넣는다언제 이리 컷을꼬정수리 땀냄새도 마냥좋다고 킁킁거리고발꼬락냄새도 구수하고방귀끼는 모습도 사랑스럽고그냥 그냥 다 다 다 이쁘기만한 말로는 설명되지않는 무조건적인  사랑해내아가보고있어도보고싶다는말 넘나와닿는밤아들바보모성애일상스타그램시간아천천히 ,love
772,          일에 혼인신고 하고 그 주에 풀빌라가서 신나게 놀고 온게 추억이 되버렸어또 가고 싶다  저때만 해도 올해 결혼식 할 수 있을 줄 알았는데코로나꺼져 추억팔이 추억 혼인신고 작년 놀러가고싶다 물놀이하고싶다 올해는 포기 부부스타그램 럽스타그램 라미아까사 강릉여행 풀빌라 신나는 주말 사진보다가 생각나서          일에 호  시간 전            일에 혼인신고 하고 그 주에 풀빌라가서 신나게 놀고 온게 추억이 되버렸어또 가고 싶다  저때만 해도 올해 결혼식 할 수 있을 줄 알았는데코로나꺼져 추억팔이 추억 혼인신고 작년 놀러가고싶다 물놀이하고싶다 올해는 포기 부부스타그램 럽스타그램 라미아까사 강릉여행 풀빌라 신나는 주말 사진보다가 생각나서 ,sadness
773,두려웠음에도 케빈오가 오디션에 다시 도전했던 이유히든레이어 인터뷰 中 저도 그렇고 팬분들고 그렇고 엄청 오랬동안 기다렸어요 그래서 어느때보다 올해 제가 정말 막 했어요 두려워도 오디션 프로그램도 다시 하고 불편한적도 있었는데 친구들도 사귀고 세컨드 미러Second Mirror 달 전  두려웠음에도 케빈오가 오디션에 다시 도전했던 이유히든레이어 인터뷰 中 저도 그렇고 팬분들고 그렇고 엄청 오랬동안 기다렸어요 그래서 어느때보다 올해 제가 정말 막 했어요 두려워도 오디션 프로그램도 다시 하고 불편한적도 있었는데 친구들도 사귀고 ,fear
774,아침까지 미친듯이 온 비로 산사태를 걱정해야 했다얼마만에 햇빛인지비를 워낙 좋아하지만 지금의 햇빛은 너무 반갑고 고맙다산에서 고인 물이 폭포가 되어 세차게 쏟아진다아침만 해도 흙탕물이 쏟아져서 정말 무서웠는데  지금 물도 깨끗하고 햇살도 좋다숲세권산사태무서웠음작은폭포아침까지 미친듯이 온 비로 산사태를 한달 전   아침까지 미친듯이 온 비로 산사태를 걱정해야 했다얼마만에 햇빛인지비를 워낙 좋아하지만 지금의 햇빛은 너무 반갑고 고맙다산에서 고인 물이 폭포가 되어 세차게 쏟아진다아침만 해도 흙탕물이 쏟아져서 정말 무서웠는데  지금 물도 깨끗하고 햇살도 좋다숲세권산사태무서웠음작은폭포 ,fear
775, 수창이랑 놀기    ksc     한명은 눈감고 한명은 눈뜨고   넘 귀여운거 아이가 평생 놀고만시퍼랑  롤 조이 어려움 멘탈관리 단일챔피언  LOL 수창이랑 놀기    ksc 일 전   수창이랑 놀기    ksc     한명은 눈감고 한명은 눈뜨고   넘 귀여운거 아이가 평생 놀고만시퍼랑 롤 조이 어려움 멘탈관리단일챔피언 LOL ,sadness
776,코로나  로 어려움을 겪는 버스택시업계에 차령 연장 지원국토교통부장관 김현미는 코로나  에 따른 승객 감소로 어려움을 겪고 있는 버스 및 택시 업계의 없는 어려움에 직면해 있는 점을 고려하여 자동차검사를 통과한 차량에 한해 한시적으로 기본차령을 국토교통부  일 전  코로나  로 어려움을 겪는 버스택시업계에 차령 연장 지원국토교통부장관 김현미는 코로나  에 따른 승객 감소로 어려움을 겪고 있는 버스 및 택시 업계의 없는 어려움에 직면해 있는 점을 고려하여 자동차검사를 통과한 차량에 한해 한시적으로 기본차령을 ,sadness
777, 제품협찬 수요일 아드님 점심흐린 날 면이 땡긴다는 아드님을 위해 우유는 안 드셔도 생크림 가득 넣은 크림 파스타를 좋아하는 귀여운 중딩이웨이트로즈 더치 유기농 스파게티면으로 냉털 해산물이랑 야채 구운 스테이크 넣은 크림파스타 아드님 사랑 바질은 덤영국인들에게 사랑받고 있는 웨이트로즈의유기농 브랜드 웨이트로즈 더치 는 이마트 자연주의에서 만날 수 있어요신세계푸드로부터 상품을 제공받아 작성하였습니다홈쿡점심중딩맘요리스파게티신세계푸드이마트자연주의이마트유기농생크림항공샷어려움점심스타그램한그릇간편요리 제품협찬 수요일 아드님 점심하루 전    제품협찬 수요일  아드님 점심 흐린 날 면이 땡긴다는 아드님을 위해 우유는 안 드셔도 생크림 가득 넣은 크림 파스타를 좋아하는 귀여운 중딩이웨이트로즈  더치 유기농 스파게티면으로 냉털 해산물이랑 야채 구운 스테이크 넣은 크림파스타  아드님 사랑 바질은 덤영국인들에게 사랑받고 있는 웨이트로즈의유기농 브랜드 웨이트로즈 더치 는 이마트 자연주의에서 만날 수 있어요신세계푸드로부터 상품을 제공받아 작성하였습니다홈쿡 점심 중딩맘 요리 스파게티 신세계푸드 이마트자연주의 이마트 유기농 생크림 항공샷 어려움 점심스타그램 한그릇 간편요리 ,sadness
778,edc lasvegas with bestfriend 이디씨 라스베가스 페스티벌 졸잼 돌아버리는줄 내년에또가야징 꺅 edc lasvegas with  년 전   edc lasvegas  with bestfriend 이디씨 라스베가스 페스티벌 졸잼 돌아버리는줄 내년에또가야징 꺅  ,anger
779,음 이번주 이벤트는 판정에 어려움이 있었어요 우선 댓글을  등으로 달아주신 suna     님께 드리겠습니다댓글 좋아요 이벤트는 삭제하신분도 계시고 정황상 어려운부분이 있어요 해서 다음주까지 규칙을 명확히 하여 다시 실시하기로 했어요 부족함이 많은 이벤트에 참여해주신 모든분들께 감사의 인사를 드립니다 의 시작하겠습니다 참가조건은  회와 같습니다 인친 댓글 필쑤 잠깐 광고 저희 한림속하루는 과 이 있는 숙소입니다 그 마력이란 아는분들만 아시죠그럼 다시 본론으로댓글  등  박스 댓글과 좋아요가 많은분  박스   시 마감입니당 얼마전 보내드린 하귤이 속속들이 예쁜 자태를 뽐내며 소식이 오고있답니다 이건 다시 정리해서 올려드릴께요  차 이벤트 공개도 그때쯤 당일 인친은 죄송하지만 지난번 댓글에서 말씀드린데로 패쑤 광고를 목적으로 오신분도 죄송하지만 패쑤 자 그럼 방심 하시고 식사하시는 틈을 타서 이제게임을시작하지,joy
780,한국인들이 가장 많이 하는 실수 힘들다 hard 영어로한국인들이 가장 많이 하는 실수 힘들다 hard 영어로 안녕하세요 미드 영어회화 그것은 바로바로 힘들다 입니다 아 나 힘들어이런거요 나 I 는 am 힘들다 hard 그리하여 Im hard를 다니엘 영어 팩토리 달 전  한국인들이 가장 많이 하는 실수 힘들다 hard 영어로한국인들이 가장 많이 하는 실수 힘들다 hard 영어로 안녕하세요 미드 영어회화 그것은 바로바로 힘들다 입니다 아 나 힘들어이런거요 나 I 는 am 힘들다 hard 그리하여 Im hard를 ,sadness
781, 강원도 동해안 올때마다 꼭 들리는 청초수물회읭이번에 오니 가격도 좀 올랐고 양도 줄어듦 다행히 맛이 바뀌지 않아서 역시나 맛있게 먹었다배빠방하게 채우고  층 까페에서 음료 주문해서야외 벤치에 앉았는데 바지 단추 터져버림마이허즈만 앎노을 구경하면서 가족끼리 신나게 수다 떨면서우리 가족의 추억을 하나 더 만들었다청초수물회 물회맛집 청초수물화 년차 로봇이서빙해서 신기하고 재밌고 무서웠음 강원도 동해안 올때마다 꼭 들리  일 전  강원도 동해안 올때마다 꼭 들리는 청초수물회 읭이번에 오니 가격도 좀 올랐고 양도 줄어듦 다행히 맛이 바뀌지 않아서 역시나 맛있게 먹었다배빠방하게 채우고  층 까페에서 음료 주문해서야외 벤치에 앉았는데 바지 단추 터져버림마이허즈만 앎노을 구경하면서 가족끼리 신나게 수다 떨면서우리 가족의 추억을 하나 더 만들었다청초수물회 물회맛집 청초수물화 년차 로봇이서빙해서 신기하고 재밌고 무서웠음 ,fear
782,좆같고 거지같고 괴롭고 씹스러워도 망할 짹짹이를 못 떠나는 건 방치할 수가 없기 때문이다 물론 내가 n년차 중독자인 것도 있지만 보기 싫다고 외면했던 과거의 내가 다시 되지 않기 위해서,anger
783,눈부셔서 그만인상펴 엘사옷 선물 받고 한 번도 유치원 입고 가지 못했는데 오늘이 날이다 드디어 소원 푸셨다 유치원 행사로 코스튬 하는 날 얼마나 귀여울지 친구들과 언니들 아침부터 엄마랑 취향이 틀려 난리 부르스 밥도 못먹고간 지지배 올림 머리가 이쁜데 왜 자꾸 머리 풀려고하는지 고집 장난아니다,joy
784,첫줄 불패의신화 존우든  리더쉽학습목표 와 성과목표학습목표란과정을 통해 뭔가를 배우는 성장을 추구하는것성과목표란우승이나 등과같은 성과를 추구하는것어떤목표를 가졌는가는실패 했을때의 태도 에서 차이를 보입니다성장 을 추구하는 사람은실패를 통해 실력을 쌓았다고 판단하고다시한번 도전 에 나섭니다그러나성과 만을 추구하는 사람은능력이 모자라다고 판단하고 쉽게 포기 합니다당신은 성장을 추구합니까 성과만을 추구합니까인친님들 오늘도 실패를 통해 성장하는 우리가 되었으면합니다 명성 보다는 자신의 인격 을 높이는데 집중하라인격은 진정으로 내가 누구인지 말해주기 때문이다명성은 나에 대한 다른 사람들의 생각 일 뿐이다첫줄 불패의신화 존우든  리더  시간 전   첫줄 불패의신화 존우든 리더쉽학습목표  와 성과목표 학습목표란과정을 통해 뭔가를 배우는 성장을 추구하는것성과목표란우승이나 등과같은 성과를 추구하는것어떤목표를 가졌는가는실패  했을때의 태도  에서 차이를 보입니다성장  을 추구하는 사람은실패를 통해 실력을 쌓았다고 판단하고다시한번 도전  에 나섭니다그러나성과  만을 추구하는 사람은능력이 모자라다고 판단하고 쉽게 포기  합니다당신은 성장을 추구합니까 성과만을 추구합니까인친님들  오늘도 실패를 통해 성장하는 우리가 되었으면합니다 명성  보다는 자신의 인격  을 높이는데 집중하라인격은 진정으로 내가 누구인지 말해주기 때문이다명성은 나에 대한 다른 사람들의 생각 일 뿐이다,sadness
785,저번주 자전거타다 팔이 부러진 울아들 뼈가 자연스럽게 벌어지지않고 잘 붙어주길 바랬건만 일주일뒤 더 어긋나있는 뼈 결국 급 수술행 오전에 옷갖 검사후 입원실 입성 오후  시 수술예정 처음하는 수술에 긴장했지만 웃어보이더니 엄살도 안부리는 의젓한 아들인데 링거맞으려 주사바늘 꼽자마자 엄살 시작 지호야 아프지말고 다치지말쟈 엄마는 속상해서 어제 오늘 눈물바람이자낭 수술 잘 될거니깐 화이팅하자 사랑해 아들,fear
786,가정의 달을 맞이하여 알아보는 모성애 가득 관상어귀여운 이름에 숨겨진 무서운 모습의 관상어 모든 종류의 관상어들이 모성애가 넘쳐날까요 그렇지만은 물속에는 모성애가 있는 관상어들도 많이 있습니다 이들 중 우리가 수족관에서 쉽게 접하고 기를 수 해양수산부 공식 블로그 년 전  가정의 달을 맞이하여 알아보는 모성애 가득 관상어귀여운 이름에 숨겨진 무서운 모습의 관상어 모든 종류의 관상어들이 모성애가 넘쳐날까요 그렇지만은 물속에는 모성애가 있는 관상어들도 많이 있습니다 이들 중 우리가 수족관에서 쉽게 접하고 기를 수 ,love
787,아빠모르게 엄마가 고생하는게 많구만더 잘할께요 쉽지않은 아기 손발톱 자르기 스크래쳐 하면 좋겠다 샷육아육아툰육아빠육아스타그램가족그림일기일상일상툰아기손톱발톱자르기어렵다잘때만자를수있군허허허엄마고생이많아요아빠모르게 엄마가 고생하는게 많구만  시간 전   아빠모르게 엄마가 고생하는게 많구만더 잘할께요 쉽지않은 아기 손발톱 자르기 스크래쳐 하면 좋겠다 샷육아 육아툰 육아빠 육아스타그램 가족 그림 일기 일상 일상툰 아기 손톱 발톱 자르기 어렵다 잘때만 자를수있군 허허허 엄마 고생이 많아요  ,sadness
788, 이걸 그리더니 할아버지 아빠 엄마한테 맞춰보라는데도통 이게먼지힌트달랬더니옥토넛 이라고 하는데자꾸 틀렸더니 울고불고 소리지르고결국 옥토넛 그림책 펴서 맞췄네  개월 그림 어렵다   쏠배감펭  이걸 그리더니 할아버지 아빠 엄  시간 전   이걸 그리더니 할아버지 아빠 엄마한테 맞춰보라는데도통 이게먼지힌트달랬더니옥토넛  이라고 하는데자꾸 틀렸더니 울고불고 소리지르고결국 옥토넛 그림책 펴서 맞췄네  개월 그림 어렵다   쏠배감펭  ,sadness
789,오늘은 지구의 날이었어요 그래서 평소 안하던 일을 오늘만이라도 해봤죠 비록     분이었지만 쓰레기가 정말 많더라고요 쓰레기를 버리지 말하는게 아니에요 최소한 쓰레기통에는 버립시다,anger
790,상속포기서류 준비 전 확인해야 할 사항상속포기란 상속인 지위를 포기하는 것을 일컫습니다 모든 상속 재산에 대한 권리를 잃게 되는 것이지요 다시 말해 재산도 채무도 전부 상속받지 않겠다는 의미입니다 상속포기 절차 어떻게 되나요 다음과 이혼가사소송의 기준  법무법인 테헤란 일 전  상속포기서류 준비 전 확인해야 할 사항상속포기란 상속인 지위를 포기하는 것을 일컫습니다 모든 상속 재산에 대한 권리를 잃게 되는 것이지요 다시 말해 재산도 채무도 전부 상속받지 않겠다는 의미입니다 상속포기 절차 어떻게 되나요 다음과 ,sadness
